document_url,question_type,question
https://medlineplus.gov/druginfo/meds/a681047.html,storage and disposal,What should I know about storage and disposal of Beclomethasone Nasal Inhalation ?
https://medlineplus.gov/druginfo/meds/a686005.html,side effects,What are the side effects or risks of Dipivefrin Ophthalmic ?
https://medlineplus.gov/druginfo/meds/a699063.html,usage,How should Fluticasone and Salmeterol Oral Inhalation be used and what is the dosage ?
https://medlineplus.gov/druginfo/meds/a682866.html,storage and disposal,What should I know about storage and disposal of Hydroxyzine ?
https://medlineplus.gov/druginfo/meds/a614019.html,storage and disposal,What should I know about storage and disposal of Umeclidinium and Vilanterol Oral Inhalation ?
https://medlineplus.gov/druginfo/meds/a601106.html,usage,How should Ranitidine be used and what is the dosage ?
https://medlineplus.gov/druginfo/meds/a607035.html,precautions,Are there safety concerns or special precautions about Oxaliplatin Injection ?
https://medlineplus.gov/druginfo/meds/a607009.html,storage and disposal,What should I know about storage and disposal of Ciprofloxacin and Hydrocortisone Otic ?
https://medlineplus.gov/druginfo/meds/a601045.html,indication,Who should get Diphenoxylate and why is it prescribed ?
https://medlineplus.gov/druginfo/meds/a609035.html,usage,How should AbobotulinumtoxinA Injection be used and what is the dosage ?
https://medlineplus.gov/druginfo/meds/a612024.html,emergency or overdose,What to do in case of emergency or overdose of Eculizumab Injection ?
https://medlineplus.gov/druginfo/meds/a616013.html,precautions,Are there safety concerns or special precautions about Polymyxin B and Trimethoprim Ophthalmic ?
https://medlineplus.gov/druginfo/meds/a681004.html,emergency or overdose,What to do in case of emergency or overdose of Acetaminophen ?
https://medlineplus.gov/druginfo/meds/a614005.html,emergency or overdose,What to do in case of emergency or overdose of Mifepristone (Korlym) ?
https://medlineplus.gov/druginfo/meds/a682180.html,emergency or overdose,What to do in case of emergency or overdose of Haloperidol ?
https://medlineplus.gov/druginfo/meds/a614024.html,emergency or overdose,What to do in case of emergency or overdose of Umeclidinium Oral Inhalation ?
https://medlineplus.gov/druginfo/meds/a682706.html,emergency or overdose,What to do in case of emergency or overdose of Flavoxate ?
https://medlineplus.gov/druginfo/meds/a608004.html,usage,How should Raltegravir be used and what is the dosage ?
https://medlineplus.gov/druginfo/meds/a693001.html,precautions,Are there safety concerns or special precautions about Ketorolac ?
https://medlineplus.gov/druginfo/meds/a681027.html,indication,Who should get Indomethacin and why is it prescribed ?
https://medlineplus.gov/druginfo/meds/a682737.html,indication,Who should get Cefoxitin Injection and why is it prescribed ?
https://medlineplus.gov/druginfo/meds/a611024.html,precautions,Are there safety concerns or special precautions about Denileukin Diftitox Injection ?
https://medlineplus.gov/druginfo/meds/a604039.html,indication,Who should get Medroxyprogesterone Injection and why is it prescribed ?
https://medlineplus.gov/druginfo/meds/a613013.html,precautions,Are there safety concerns or special precautions about Mesna ?
https://medlineplus.gov/druginfo/meds/a612028.html,precautions,Are there safety concerns or special precautions about Ezogabine ?
https://medlineplus.gov/druginfo/meds/a682713.html,indication,Who should get Cromolyn Sodium Nasal Solution and why is it prescribed ?
https://medlineplus.gov/druginfo/meds/a682711.html,indication,Who should get Colchicine and why is it prescribed ?
https://medlineplus.gov/druginfo/meds/a681039.html,precautions,Are there safety concerns or special precautions about Lithium ?
https://medlineplus.gov/druginfo/meds/a609033.html,indication,Who should get Tolvaptan and why is it prescribed ?
https://medlineplus.gov/druginfo/meds/a614038.html,emergency or overdose,What to do in case of emergency or overdose of Tedizolid ?
https://medlineplus.gov/druginfo/meds/a694006.html,indication,Who should get Cisapride and why is it prescribed ?
https://medlineplus.gov/druginfo/meds/a682079.html,precautions,Are there safety concerns or special precautions about Bromocriptine ?
https://medlineplus.gov/druginfo/meds/a608050.html,usage,How should Mitotane be used and what is the dosage ?
https://medlineplus.gov/druginfo/meds/a614057.html,side effects,"What are the side effects or risks of Ombitasvir, Paritaprevir, Ritonavir, and Dasabuvir ?"
https://medlineplus.gov/druginfo/meds/a600014.html,usage,How should Montelukast be used and what is the dosage ?
https://medlineplus.gov/druginfo/meds/a696005.html,emergency or overdose,What to do in case of emergency or overdose of Metformin ?
https://medlineplus.gov/druginfo/meds/a682876.html,side effects,What are the side effects or risks of Desmopressin Nasal ?
https://medlineplus.gov/druginfo/meds/a609009.html,indication,Who should get Bimatoprost Topical and why is it prescribed ?
https://medlineplus.gov/druginfo/meds/a615017.html,indication,Who should get Atazanavir and Cobicistat and why is it prescribed ?
https://medlineplus.gov/druginfo/meds/a611053.html,usage,How should Daunorubicin Lipid Complex Injection be used and what is the dosage ?
https://medlineplus.gov/druginfo/meds/a601150.html,precautions,Are there safety concerns or special precautions about Interferon Alfacon-1 Injection ?
https://medlineplus.gov/druginfo/meds/a605017.html,usage,How should Palifermin be used and what is the dosage ?
https://medlineplus.gov/druginfo/meds/a604020.html,emergency or overdose,What to do in case of emergency or overdose of Apomorphine ?
https://medlineplus.gov/druginfo/meds/a608047.html,side effects,What are the side effects or risks of Sertaconazole Topical ?
https://medlineplus.gov/druginfo/meds/a605025.html,indication,Who should get Desonide Topical and why is it prescribed ?
https://medlineplus.gov/druginfo/meds/a695021.html,indication,Who should get Ipratropium Oral Inhalation and why is it prescribed ?
https://medlineplus.gov/druginfo/meds/a681028.html,side effects,What are the side effects or risks of Mefenamic Acid ?
https://medlineplus.gov/druginfo/meds/a697040.html,emergency or overdose,What to do in case of emergency or overdose of Levofloxacin ?
https://medlineplus.gov/druginfo/meds/a609010.html,usage,How should Dexrazoxane Injection be used and what is the dosage ?
https://medlineplus.gov/druginfo/meds/a695013.html,indication,Who should get Vinorelbine and why is it prescribed ?
https://medlineplus.gov/druginfo/meds/a696029.html,side effects,What are the side effects or risks of Ritonavir ?
https://medlineplus.gov/druginfo/meds/a601245.html,side effects,What are the side effects or risks of Oxcarbazepine ?
https://medlineplus.gov/druginfo/meds/a682224.html,emergency or overdose,What to do in case of emergency or overdose of Dactinomycin ?
https://medlineplus.gov/druginfo/meds/a615037.html,indication,Who should get Lumacaftor and Ivacaftor and why is it prescribed ?
https://medlineplus.gov/druginfo/meds/a696037.html,precautions,Are there safety concerns or special precautions about Cidofovir Injection ?
https://medlineplus.gov/druginfo/meds/a601024.html,emergency or overdose,What to do in case of emergency or overdose of Belladonna Alkaloid Combinations and Phenobarbital ?
https://medlineplus.gov/druginfo/meds/a682661.html,important warning,What important warning or information should I know about Amikacin Injection ?
https://medlineplus.gov/druginfo/meds/a613015.html,side effects,What are the side effects or risks of Cabozantinib ?
https://medlineplus.gov/druginfo/meds/a686008.html,usage,How should Clobetasol be used and what is the dosage ?
https://medlineplus.gov/druginfo/meds/a606002.html,side effects,What are the side effects or risks of Deferasirox ?
https://medlineplus.gov/druginfo/meds/a608018.html,usage,How should Calcipotriene Topical be used and what is the dosage ?
https://medlineplus.gov/druginfo/meds/a601015.html,storage and disposal,What should I know about storage and disposal of Aminophylline ?
https://medlineplus.gov/druginfo/meds/a601163.html,storage and disposal,What should I know about storage and disposal of Pamidronate Injection ?
https://medlineplus.gov/druginfo/meds/a682539.html,indication,Who should get Diphenhydramine and why is it prescribed ?
https://medlineplus.gov/druginfo/meds/a611027.html,indication,Who should get Belimumab Injection and why is it prescribed ?
https://medlineplus.gov/druginfo/meds/a682858.html,storage and disposal,What should I know about storage and disposal of Furosemide ?
https://medlineplus.gov/druginfo/meds/a606020.html,storage and disposal,What should I know about storage and disposal of Nicotine Nasal Spray ?
https://medlineplus.gov/druginfo/meds/a615039.html,precautions,Are there safety concerns or special precautions about Valsartan and Sacubitril ?
https://medlineplus.gov/druginfo/meds/a601010.html,emergency or overdose,What to do in case of emergency or overdose of Acitretin ?
https://medlineplus.gov/druginfo/meds/a608040.html,usage,How should Flecainide be used and what is the dosage ?
https://medlineplus.gov/druginfo/meds/a682287.html,indication,Who should get Meclofenamate and why is it prescribed ?
https://medlineplus.gov/druginfo/meds/a614031.html,side effects,What are the side effects or risks of Albiglutide Injection ?
https://medlineplus.gov/druginfo/meds/a615016.html,usage,How should Naloxegol be used and what is the dosage ?
https://medlineplus.gov/druginfo/meds/a682707.html,precautions,Are there safety concerns or special precautions about Papaverine ?
https://medlineplus.gov/druginfo/meds/a605042.html,precautions,Are there safety concerns or special precautions about Estradiol Transdermal Patch ?
https://medlineplus.gov/druginfo/meds/a614050.html,indication,Who should get Efinaconazole Topical and why is it prescribed ?
https://medlineplus.gov/druginfo/meds/a681027.html,storage and disposal,What should I know about storage and disposal of Indomethacin ?
https://medlineplus.gov/druginfo/meds/a682587.html,emergency or overdose,What to do in case of emergency or overdose of Pyridoxine ?
https://medlineplus.gov/druginfo/meds/a608013.html,indication,Who should get OnabotulinumtoxinA Injection and why is it prescribed ?
https://medlineplus.gov/druginfo/meds/a604002.html,usage,How should Alfuzosin be used and what is the dosage ?
https://medlineplus.gov/druginfo/meds/a608051.html,side effects,What are the side effects or risks of Alvimopan ?
https://medlineplus.gov/druginfo/meds/a601250.html,emergency or overdose,What to do in case of emergency or overdose of Temozolomide ?
https://medlineplus.gov/druginfo/meds/a602016.html,emergency or overdose,What to do in case of emergency or overdose of Modafinil ?
https://medlineplus.gov/druginfo/meds/a606012.html,precautions,Are there safety concerns or special precautions about Insulin Detemir (rDNA Origin) Injection ?
